game_id,action_id,period_id,time_seconds,team_id,player_id,result_name,start_x,start_y,end_x,end_y,dx,dy,type_name,player_name_ko,team_name_ko,position_name,main_position
126288,0,1,1.033,2353,356625,Successful,52.670205,34.919632,68.628945,34.347412,15.95874,-0.57222,Pass,이영준,김천 상무 프로축구단,CF,CF
126288,1,1,2.433,2353,356612,,68.628945,34.347412,68.628945,34.347412,0,0,Pass Received,원두재,김천 상무 프로축구단,CDM,CM
126288,2,1,3.033,2353,356612,Successful,68.228055,33.853256,65.468865,26.640292,-2.75919,-7.212964,Pass,원두재,김천 상무 프로축구단,CDM,CM
126288,3,1,4.333,2353,356618,,65.468865,26.640292,65.468865,26.640292,0,0,Pass Received,김진규,김천 상무 프로축구단,CM,CM
126288,4,1,4.9,2353,356618,Successful,64.838025,26.766636,63.30051,43.018024,-1.537515,16.251388,Pass,김진규,김천 상무 프로축구단,CM,CM
126288,5,1,6.3,2353,356624,,63.30051,43.018024,63.30051,43.018024,0,0,Pass Received,강현묵,김천 상무 프로축구단,CM,CM
126288,6,1,6.301,2353,356624,,63.30051,43.018024,58.171995,47.553624,-5.128515,4.5356,Carry,강현묵,김천 상무 프로축구단,CM,CM
126288,7,1,10.114,2353,356624,Successful,58.171995,47.553624,65.10777,37.462016,6.935775,-10.091608,Pass,강현묵,김천 상무 프로축구단,CM,CM
126288,8,1,11.467,2353,356612,,65.10777,37.462016,65.10777,37.462016,0,0,Pass Received,원두재,김천 상무 프로축구단,CDM,CM
126288,9,1,11.468,2353,356612,,65.10777,37.462016,62.2818,43.225628,-2.82597,5.763612,Carry,원두재,김천 상무 프로축구단,CDM,CM
126288,10,1,14.633,2353,356612,Successful,62.2818,43.225628,64.92024,53.204424,2.63844,9.978796,Pass,원두재,김천 상무 프로축구단,CDM,CM
126288,11,1,16.033,2353,356619,,64.92024,53.204424,64.92024,53.204424,0,0,Pass Received,김재우,김천 상무 프로축구단,CB,CB
126288,12,1,16.867,2353,356619,Successful,64.6464,52.267928,69.633585,31.497464,4.987185,-20.770464,Pass,김재우,김천 상무 프로축구단,CB,CB
126288,13,1,18.267,2353,500569,,69.633585,31.497464,69.633585,31.497464,0,0,Pass Received,김봉수,김천 상무 프로축구단,CB,CB
126288,14,1,19.3,2353,500569,Successful,68.82099,30.38308,59.49006,20.724632,-9.33093,-9.658448,Pass,김봉수,김천 상무 프로축구단,CB,CB
126288,15,1,20.5,2353,356618,,59.49006,20.724632,59.49006,20.724632,0,0,Pass Received,김진규,김천 상무 프로축구단,CM,CM
126288,16,1,20.501,2353,356618,,59.49006,20.724632,55.868505,17.629816,-3.621555,-3.094816,Carry,김진규,김천 상무 프로축구단,CM,CM
126288,17,1,27.033,2353,356618,Successful,55.868505,17.629816,67.923345,25.649872,12.05484,8.020056,Pass,김진규,김천 상무 프로축구단,CM,CM
126288,18,1,28.3,2353,500569,,67.923345,25.649872,67.923345,25.649872,0,0,Pass Received,김봉수,김천 상무 프로축구단,CB,CB
126288,19,1,28.301,2353,500569,,67.923345,25.649872,64.2264,30.232052,-3.696945,4.58218,Carry,김봉수,김천 상무 프로축구단,CB,CB
126288,20,1,33.967,2353,500569,Successful,64.2264,30.232052,64.058295,16.104984,-0.168105,-14.127068,Pass,김봉수,김천 상무 프로축구단,CB,CB
126288,21,1,35.633,2353,356618,,64.058295,16.104984,64.058295,16.104984,0,0,Pass Received,김진규,김천 상무 프로축구단,CM,CM
126288,22,1,35.634,2353,356618,,64.058295,16.104984,55.299615,11.365996,-8.75868,-4.738988,Carry,김진규,김천 상무 프로축구단,CM,CM
126288,23,1,39.767,2353,356618,Unsuccessful,55.299615,11.365996,31.027185,12.4746,-24.27243,1.108604,Pass,김진규,김천 상무 프로축구단,CM,CM
126288,24,1,40.9,4644,250055,,30.810675,12.30562,30.810675,12.30562,0,0,Block,황재원,대구FC,RWB,RWB
126288,25,1,43.65,4644,250055,,18.55392,0,18.55392,0,0,0,Out,황재원,대구FC,RWB,RWB
126288,26,1,46.4,2353,356615,Successful,18.55392,0,34.24218,10.559176,15.68826,10.559176,Throw-In,정치인,김천 상무 프로축구단,LW,LW
126288,27,1,47.867,2353,356618,,34.24218,10.559176,34.24218,10.559176,0,0,Pass Received,김진규,김천 상무 프로축구단,CM,CM
126288,28,1,47.868,2353,356618,,34.24218,10.559176,34.9335,13.519284,0.69132,2.960108,Carry,김진규,김천 상무 프로축구단,CM,CM
126288,29,1,48.933,2353,356618,Successful,34.9335,13.519284,24.95157,14.837872,-9.98193,1.318588,Pass,김진규,김천 상무 프로축구단,CM,CM
126288,30,1,49.7,2353,356624,,24.95157,14.837872,24.95157,14.837872,0,0,Pass Received,강현묵,김천 상무 프로축구단,CM,CM
126288,31,1,50,4644,62086,,24.003945,15.759748,24.003945,15.759748,0,0,Intervention,김진혁,대구FC,CB,CB
126288,32,1,52,2353,500569,,52.365285,20.31704,52.365285,20.31704,0,0,Recovery,김봉수,김천 상무 프로축구단,CB,CB
126288,33,1,52.833,2353,500569,Successful,54.28416,22.046892,48.52974,32.306732,-5.75442,10.25984,Pass,김봉수,김천 상무 프로축구단,CB,CB
126288,34,1,53.733,2353,356612,,48.52974,32.306732,48.52974,32.306732,0,0,Pass Received,원두재,김천 상무 프로축구단,CDM,CM
126288,35,1,53.734,2353,356612,,48.52974,32.306732,48.30735,38.387768,-0.22239,6.081036,Carry,원두재,김천 상무 프로축구단,CDM,CM
126288,36,1,55.467,2353,356612,Successful,48.30735,38.387768,40.980345,64.245924,-7.327005,25.858156,Pass,원두재,김천 상무 프로축구단,CDM,CM
126288,37,1,57.467,2353,356614,,40.980345,64.245924,40.980345,64.245924,0,0,Pass Received,김태현,김천 상무 프로축구단,RB,RB
126288,38,1,57.468,2353,356614,,40.980345,64.245924,42.76755,57.440756,1.787205,-6.805168,Carry,김태현,김천 상무 프로축구단,RB,RB
126288,39,1,60.033,2353,356614,Successful,42.76755,57.440756,53.089365,59.330476,10.321815,1.88972,Pass,김태현,김천 상무 프로축구단,RB,RB
